    0,            0
   10.00000,      7.7164  
   20.00000,     16.6256  
   30.00000,     26.7959  
   40.00000,     38.5039  
   50.00000,     52.2235  
   60.00000,     68.5792  
   70.00000,     88.3280  
   80.00000,    112.3643  
   90.00000,    141.7380  
  100.00000,    177.6954  
  110.00000,    221.7018  
  120.00000,    275.4769  
  130.00000,    340.9939  
  140.00000,    420.4942  
  150.00000,    516.4591  
  160.00000,    631.5615  
  170.00000,    768.6407  
  180.00000,    930.5223  
  190.00000,      1.1200  
  200.00000,      1.3398  
  210.00000,      1.5922  
  220.00000,      1.8792  
  230.00000,      2.2025  
  240.00000,      2.5632  
  250.00000,      2.9621  
  260.00000,      3.3993  
  270.00000,      3.8748  
  280.00000,      4.3881  
  290.00000,      4.9384  
  300.00000,      5.5249  
  310.00000,      6.1463  
  320.00000,      6.8014  
  330.00000,      7.4889  
  340.00000,      8.2074  
  350.00000,      8.9556  
  360.00000,      9.7320  
  370.00000,     10.5354  
  380.00000,     11.3644  
  390.00000,     12.2179  
  400.00000,     13.0945  
  410.00000,     13.9932  
  420.00000,     14.9129  
  430.00000,     15.8525  
  440.00000,     16.8110  
  450.00000,     17.7876  
  460.00000,     18.7813  
  470.00000,     19.7914  
  480.00000,     20.8170  
  490.00000,     21.8575  
  500.00000,     22.9122  
  510.00000,     23.9804  
  520.00000,     25.0615  
  530.00000,     26.1551  
  540.00000,     27.2606  
  550.00000,     28.3777  
  560.00000,     29.5057  
  570.00000,     30.6445  
  580.00000,     31.7936  
  590.00000,     32.9526  
  600.00000,     34.1212  
  610.00000,     35.2991  
  620.00000,     36.4859  
  630.00000,     37.6812  
  640.00000,     38.8845  
  650.00000,     40.0955  
  660.00000,     41.3135  
  670.00000,     42.5381  
  680.00000,     43.7685  
  690.00000,     45.0042  
  700.00000,     46.2444  
  710.00000,     47.4886  
  720.00000,     48.7360  
  730.00000,     49.9859  
  740.00000,     51.2377  
  750.00000,     52.4908  
  760.00000,     53.7446  
  770.00000,     54.9984  
  780.00000,     56.2519  
  790.00000,     57.5045  
  800.00000,     58.7558  
  810.00000,     60.0054  
  820.00000,     61.2528  
  830.00000,     62.4977  
  840.00000,     63.7399  
  850.00000,     64.9789  
  860.00000,     66.2144  
  870.00000,     67.4462  
  880.00000,     68.6741  
  890.00000,     69.8977  
  900.00000,     71.1169  
  910.00000,     72.3314  
  920.00000,     73.5411  
  930.00000,     74.7456  
  940.00000,     75.9448  
  950.00000,     77.1386  
  960.00000,     78.3268  
  970.00000,     79.5092  
  980.00000,     80.6856  
  990.00000,     81.8560  
    1.00000,      83.0202  
